model_year,milage,engine,accident,price,automatic
2016,76009.0,3.0,0,24950.0,0.0
2015,48000.0,3.5,0,32900.0,0.0
2005,91420.0,2.5,0,8900.0,0.0
2003,124756.0,1.8,1,4995.0,0.0
2012,116226.0,3.6,0,7900.0,0.0
2019,41500.0,1.5,0,86000.0,0.0
2013,87001.0,2.5,0,17995.0,0.0
2022,4451.0,3.0,1,55655.0,1.0
2014,139804.0,4.3,1,14500.0,0.0
2022,27300.0,3.6,0,47500.0,0.0
2014,36812.0,2.0,0,27000.0,0.0
2016,144000.0,3.0,1,18000.0,0.0
2019,44500.0,2.0,0,28900.0,0.0
2005,8332.0,6.75,0,47350.0,0.0
2016,69000.0,5.5,0,36500.0,0.0
2021,147834.0,3.6,0,32662.0,1.0
2013,105000.0,3.7,1,6600.0,0.0
2011,92203.0,2.0,0,9995.0,0.0
2010,15600.0,3.8,0,69500.0,0.0
2010,72348.0,1.8,1,9995.0,0.0
2016,96000.0,3.0,1,23000.0,0.0
2011,93009.0,5.3,0,22495.0,1.0
2016,52750.0,3.5,1,28998.0,0.0
2017,87305.0,,0,9000.0,0.0
2015,41000.0,4.4,0,30000.0,0.0
2021,42125.0,2.5,0,27899.0,1.0
2016,62000.0,4.0,0,40000.0,0.0
2006,153843.0,4.4,1,9950.0,0.0
2015,194454.0,2.5,0,9888.0,0.0
2021,21000.0,5.7,0,89999.0,0.0
2006,218000.0,5.7,0,12990.0,0.0
2021,67800.0,5.6,1,36500.0,0.0
2014,79000.0,2.7,1,42999.0,0.0
2006,66840.0,5.3,1,12000.0,0.0
2013,86000.0,4.4,0,32000.0,0.0
2023,654.0,2.0,0,34599.0,1.0
2005,75000.0,3.8,0,12500.0,0.0
2015,84000.0,2.0,1,22800.0,0.0
2017,52500.0,4.0,0,39999.0,0.0
2011,120000.0,3.6,0,7500.0,0.0
2020,18665.0,2.0,0,35645.0,1.0
2016,19987.0,6.3,0,149900.0,0.0
2017,36486.0,5.0,1,23950.0,0.0
2013,162100.0,5.4,0,12500.0,0.0
2020,32744.0,2.5,0,24000.0,0.0
2012,54000.0,3.6,1,26000.0,0.0
2008,202055.0,4.0,1,8500.0,0.0
2019,65000.0,6.7,0,65000.0,0.0
2022,9686.0,2.4,0,30990.0,1.0
2010,49620.0,4.6,0,10499.0,0.0
1997,213000.0,4.5,0,26500.0,0.0
2020,16010.0,3.8,0,114000.0,0.0
2021,68000.0,2.0,0,36499.0,0.0
1999,82000.0,4.7,0,25000.0,0.0
2012,129000.0,2.5,1,7000.0,0.0
2014,106731.0,4.6,1,30000.0,0.0
2019,34672.0,3.5,0,45500.0,0.0
2010,55900.0,3.6,0,8950.0,0.0
2015,82000.0,2.0,0,17000.0,0.0
2023,4785.0,2.0,0,42850.0,1.0
2013,177600.0,2.5,1,7100.0,0.0
2014,78568.0,2.0,0,15500.0,0.0
2018,95000.0,3.7,0,43000.0,0.0
2018,4529.0,3.8,0,417500.0,1.0
2011,88300.0,3.2,1,11500.0,0.0
2013,98000.0,5.3,1,27499.0,0.0
2018,20675.0,2.5,0,76000.0,0.0
2008,95000.0,5.4,0,10900.0,0.0
2010,107000.0,2.0,1,6250.0,0.0
2016,60000.0,3.0,1,24700.0,0.0
2012,33000.0,2.0,0,34999.0,0.0
2016,108500.0,6.0,0,63500.0,0.0
2017,37800.0,3.8,0,149500.0,0.0
2021,46707.0,2.5,1,32541.0,1.0
2022,26500.0,3.5,0,65900.0,0.0
2020,10001.0,5.6,0,47214.0,1.0
2019,19050.0,5.7,0,76900.0,0.0
2020,52000.0,3.6,0,35800.0,0.0
2014,65000.0,3.0,1,54999.0,0.0
2004,140000.0,3.0,0,6730.0,0.0
2018,75600.0,1.5,1,14950.0,0.0
2015,117292.0,2.0,0,12000.0,0.0
2017,26000.0,5.0,0,33600.0,0.0
2008,15020.0,2.4,0,18500.0,0.0
2013,115000.0,4.6,1,36000.0,0.0
2005,28500.0,3.8,0,63500.0,0.0
2018,51700.0,2.0,0,32000.0,0.0
2008,148949.0,3.5,0,3900.0,0.0
2018,39300.0,3.0,1,31750.0,0.0
2008,82323.0,2.2,0,28500.0,0.0
2001,109357.0,6.8,0,12749.0,0.0
2004,46000.0,5.0,0,18853.0,0.0
2007,123112.0,5.5,1,104999.0,0.0
2007,37100.0,3.5,0,16900.0,0.0
2016,89000.0,2.0,0,14500.0,0.0
2019,67073.0,3.5,1,47999.0,0.0
2018,41000.0,5.5,0,108900.0,0.0
2012,123815.0,3.6,0,5000.0,0.0
2011,6330.0,8.0,0,1950995.0,1.0
2008,114287.0,4.2,0,9900.0,0.0
2015,75000.0,2.0,0,14500.0,0.0
2016,70582.0,3.0,1,35000.0,0.0
2014,33088.0,3.4,0,49750.0,0.0
2021,1850.0,2.5,0,49000.0,0.0
2008,94155.0,4.6,0,10500.0,0.0
2016,25000.0,3.6,0,17999.0,0.0
2016,99500.0,5.3,0,27995.0,0.0
2009,158564.0,3.7,0,8750.0,0.0
2023,20000.0,3.5,0,78499.0,0.0
2018,46711.0,3.6,1,20850.0,0.0
2017,46496.0,5.6,0,41000.0,0.0
2019,19800.0,3.0,0,53800.0,0.0
2008,175000.0,5.7,1,37900.0,0.0
2016,61500.0,5.7,0,63500.0,0.0
2016,49750.0,3.6,0,65000.0,0.0
2007,38800.0,5.0,0,100000.0,0.0
2011,83765.0,3.5,0,8995.0,0.0
1993,231500.0,,0,29500.0,0.0
2021,13692.0,4.0,0,257000.0,0.0
2013,60058.0,3.7,1,15000.0,0.0
2017,54423.0,3.0,0,33950.0,0.0
2022,2050.0,5.2,0,94999.0,0.0
2019,64855.0,3.5,0,46995.0,0.0
2022,18051.0,5.7,0,47995.0,1.0
2004,36524.0,4.6,0,14900.0,0.0
2003,224000.0,2.4,0,3900.0,0.0
2014,80581.0,4.7,0,26000.0,0.0
2007,81400.0,2.0,1,11000.0,0.0
2019,6700.0,2.0,0,63000.0,0.0
2015,143000.0,3.7,0,22500.0,0.0
2017,87842.0,2.0,0,18688.0,1.0
2010,116451.0,3.7,0,16500.0,0.0
2019,53677.0,5.6,0,27900.0,0.0
2021,12000.0,2.9,0,77500.0,0.0
2020,32000.0,2.0,0,68000.0,0.0
2014,70312.0,3.7,0,19995.0,0.0
2022,8794.0,3.6,0,54000.0,0.0
2010,156000.0,3.5,1,5900.0,0.0
2020,25568.0,3.0,0,134999.0,0.0
2018,67100.0,3.0,1,34250.0,0.0
2014,52000.0,2.7,1,37000.0,0.0
2011,137200.0,3.7,0,12000.0,0.0
2018,36000.0,2.0,1,32000.0,0.0
2023,15500.0,2.0,1,24500.0,0.0
2015,846.0,1.5,0,86999.0,0.0
2018,50166.0,3.6,1,43550.0,1.0
2017,37375.0,3.0,0,27500.0,0.0
2019,9500.0,2.5,1,69000.0,0.0
2005,143095.0,6.0,0,16000.0,0.0
2002,80000.0,2.0,1,8500.0,0.0
2021,3000.0,3.9,0,275000.0,0.0
2007,5856.0,3.4,0,45000.0,0.0
2013,2958.0,6.8,0,488880.0,1.0
2022,4102.0,4.0,0,144664.0,0.0
2021,14442.0,3.5,0,38500.0,0.0
2005,64000.0,5.0,0,12995.0,0.0
2004,154000.0,4.7,1,10000.0,0.0
2015,54000.0,2.0,0,27000.0,0.0
2007,232492.0,3.7,1,6000.0,0.0
2020,25721.0,3.0,0,52645.0,1.0
2021,2353.0,4.0,0,159500.0,1.0
2020,61001.0,2.3,1,28616.0,1.0
2018,71962.0,4.0,0,46900.0,0.0
2023,5800.0,2.4,0,29990.0,0.0
2016,40080.0,3.0,0,28499.0,0.0
2020,57000.0,3.3,1,36500.0,0.0
2004,122000.0,2.5,1,9999.0,0.0
2016,62500.0,3.0,1,40500.0,0.0
2013,72000.0,5.0,0,17500.0,0.0
2020,40000.0,4.4,0,53000.0,0.0
2014,77000.0,2.5,1,30000.0,0.0
2013,800.0,1.6,0,9800.0,0.0
2023,2600.0,4.0,0,239995.0,1.0
2015,45000.0,4.7,0,41900.0,0.0
2011,137000.0,5.6,1,8500.0,0.0
2016,85000.0,,1,18500.0,0.0
2023,4000.0,6.2,1,73900.0,0.0
2018,52100.0,4.6,0,38000.0,0.0
2014,50100.0,2.0,0,10795.0,0.0
2020,41000.0,2.0,0,32400.0,0.0
2021,70968.0,5.7,0,34000.0,0.0
2015,26600.0,3.0,0,53000.0,0.0
2018,95000.0,2.0,0,18000.0,0.0
2005,94000.0,2.5,0,19500.0,0.0
2014,110000.0,2.0,0,11000.0,0.0
2017,63500.0,5.0,0,27500.0,0.0
2009,21500.0,3.5,1,18000.0,0.0
2020,18200.0,2.0,1,29500.0,0.0
2015,51000.0,5.2,1,102000.0,0.0
2018,16400.0,2.0,0,42800.0,0.0
2022,7000.0,3.4,0,75500.0,0.0
2016,68000.0,2.0,1,20000.0,0.0
2007,83000.0,3.0,0,8995.0,0.0
2018,25000.0,3.0,0,50000.0,0.0
2014,125450.0,3.0,0,17200.0,0.0
2008,144000.0,6.0,0,22000.0,0.0
2020,30900.0,2.5,0,27654.0,1.0
2015,126760.0,2.0,1,14000.0,0.0
2017,100680.0,3.6,0,20500.0,0.0
2001,90400.0,2.4,0,4495.0,0.0
2018,20500.0,4.4,0,67000.0,0.0
2011,134000.0,5.7,1,10500.0,0.0
2015,84352.0,2.0,1,10000.0,0.0
2022,19000.0,3.4,0,71000.0,0.0
2015,115550.0,2.0,0,17500.0,0.0
2009,191775.0,5.4,1,9750.0,0.0
2017,124630.0,3.0,0,75000.0,0.0
2019,17000.0,4.0,0,95000.0,0.0
2018,73500.0,3.0,0,32000.0,0.0
1998,120000.0,1.8,1,5500.0,0.0
2019,73837.0,3.0,0,36340.0,1.0
2014,29500.0,4.4,0,40999.0,0.0
2023,1185.0,3.4,0,120990.0,0.0
2015,143250.0,3.7,0,11500.0,0.0
2006,46508.0,3.0,1,11500.0,0.0
2015,18651.0,4.4,0,59549.0,0.0
2015,57550.0,2.0,0,29995.0,0.0
2017,48600.0,6.2,0,60999.0,0.0
2020,119000.0,2.5,0,18000.0,0.0
2020,36500.0,5.0,0,72000.0,0.0
2010,121250.0,2.5,1,13250.0,0.0
2023,2437.0,3.0,0,78350.0,0.0
2018,110380.0,2.0,1,22000.0,0.0
2008,149000.0,2.7,0,3850.0,0.0
2017,39000.0,3.0,1,39000.0,0.0
2019,65212.0,5.3,0,42995.0,1.0
2020,41856.0,4.0,0,91500.0,0.0
2019,54000.0,2.5,0,33000.0,0.0
2019,26500.0,2.9,0,53900.0,0.0
2020,21487.0,2.0,0,35345.0,1.0
2007,99000.0,6.2,0,22999.0,0.0
2005,130307.0,3.5,0,9950.0,0.0
2010,178000.0,2.5,0,7600.0,0.0
2003,160265.0,1.7,1,3000.0,0.0
2020,8700.0,3.8,0,185000.0,0.0
2016,1000.0,3.0,0,36000.0,0.0
2017,49750.0,3.0,0,27995.0,0.0
2002,121000.0,3.0,0,6348.0,0.0
2005,140000.0,4.6,0,2000.0,0.0
2016,38100.0,3.5,0,21000.0,0.0
2010,138071.0,1.5,0,5000.0,0.0
2019,40000.0,4.0,1,72000.0,0.0
2019,47850.0,4.0,1,127899.0,0.0
2014,128000.0,1.6,0,11000.0,0.0
2021,4700.0,4.0,0,99900.0,0.0
1999,96680.0,1.8,1,12900.0,0.0
2017,53500.0,3.0,1,33999.0,0.0
2007,11025.0,7.0,0,47500.0,0.0
2021,44000.0,6.7,1,73000.0,0.0
2022,11000.0,2.0,0,27900.0,0.0
2012,103000.0,4.4,0,16000.0,0.0
2024,456.0,3.0,0,128995.0,0.0
2018,64000.0,4.6,0,37300.0,0.0
2017,108000.0,3.0,0,25999.0,0.0
2018,37045.0,2.0,1,26600.0,0.0
2015,65800.0,3.0,0,44950.0,0.0
2021,850.0,6.7,0,314900.0,0.0
2011,107818.0,2.5,1,11400.0,0.0
2016,79500.0,2.0,0,19000.0,0.0
2015,20000.0,3.9,1,124990.0,0.0
2018,37000.0,5.0,0,63997.0,0.0
2005,131800.0,5.3,1,5800.0,0.0
2008,146000.0,3.5,0,8995.0,0.0
2010,29000.0,3.7,0,29000.0,0.0
2004,141209.0,5.7,0,5700.0,0.0
2016,85253.0,3.5,0,19995.0,0.0
2015,87009.0,3.7,0,17800.0,0.0
2016,158000.0,3.5,0,19780.0,0.0
2020,10500.0,2.0,0,36000.0,0.0
2018,45843.0,3.0,0,37000.0,0.0
2021,15198.0,1.5,0,31621.0,1.0
2001,220000.0,2.8,0,5500.0,0.0
2017,58000.0,5.0,0,51500.0,0.0
2021,38012.0,5.7,0,45277.0,1.0
2018,50000.0,5.7,0,65000.0,0.0
2019,58000.0,2.0,0,38000.0,0.0
2018,61000.0,5.0,0,65000.0,0.0
2019,48500.0,3.0,1,43500.0,0.0
2018,65680.0,2.0,1,34900.0,0.0
2020,44362.0,5.7,0,50658.0,1.0
2021,8044.0,6.2,0,93000.0,0.0
2016,9738.0,4.0,0,85500.0,0.0
2009,112000.0,4.0,1,28000.0,0.0
2009,167300.0,2.4,0,6250.0,0.0
2022,115.0,6.7,0,449995.0,1.0
2015,71000.0,6.2,1,35999.0,0.0
2020,31015.0,2.0,0,36570.0,1.0
2022,33000.0,2.0,0,29999.0,0.0
2017,63000.0,,0,20000.0,0.0
2013,68325.0,2.4,0,11995.0,0.0
2021,34365.0,6.4,1,48000.0,0.0
2018,32000.0,2.0,0,44900.0,0.0
2020,22500.0,2.0,0,50000.0,0.0
2020,58700.0,3.5,1,48999.0,0.0
2006,264893.0,3.3,1,5000.0,0.0
2005,209500.0,4.7,0,8500.0,0.0
2023,195.0,3.5,0,87500.0,0.0
2016,120000.0,6.6,0,19500.0,0.0
2023,2950.0,3.0,0,87000.0,0.0
2021,17994.0,3.0,0,87500.0,1.0
2020,44101.0,5.7,0,45423.0,1.0
2021,25918.0,2.0,0,32000.0,0.0
2008,87000.0,3.0,0,15300.0,0.0
2018,28333.0,2.5,0,20500.0,0.0
2018,29294.0,3.0,0,39999.0,0.0
2008,37000.0,2.0,0,14995.0,0.0
2005,138000.0,2.5,0,9950.0,0.0
2020,44487.0,2.0,0,65000.0,0.0
2021,16878.0,2.0,0,38781.0,1.0
2021,53000.0,6.2,1,67100.0,0.0
2013,79341.0,4.4,0,16800.0,0.0
2007,220000.0,4.4,0,5750.0,0.0
2021,16900.0,2.0,0,43000.0,0.0
2007,75137.0,2.7,1,24999.0,0.0
2021,37594.0,3.5,0,62595.0,1.0
2012,6400.0,5.4,0,48000.0,0.0
2009,79893.0,3.7,0,15900.0,0.0
2014,124838.0,5.7,0,33000.0,0.0
2020,14353.0,5.6,0,63900.0,0.0
2022,22985.0,2.5,0,33500.0,0.0
2014,161894.0,5.6,0,18900.0,0.0
2008,25025.0,4.3,1,39000.0,0.0
2017,19650.0,3.5,0,69250.0,0.0
2020,29500.0,2.0,0,45000.0,0.0
2007,132272.0,4.0,1,6700.0,0.0
2012,122000.0,5.7,1,13500.0,0.0
2023,535.0,3.0,0,65990.0,0.0
2003,138202.0,3.2,1,22550.0,0.0
2004,69600.0,6.0,0,37900.0,0.0
2018,39900.0,5.0,0,53600.0,0.0
2021,36500.0,6.2,0,85000.0,0.0
2018,42650.0,2.0,0,31990.0,0.0
2020,68816.0,2.0,0,35297.0,1.0
2016,91188.0,4.0,0,29995.0,0.0
2015,116210.0,6.0,0,31900.0,0.0
2024,3880.0,2.5,0,52991.0,1.0
2017,67482.0,2.0,1,11499.0,0.0
2018,67726.0,6.2,0,52000.0,0.0
2008,207000.0,3.2,1,10500.0,0.0
2021,35550.0,2.5,1,25987.0,1.0
2016,44000.0,5.5,0,46599.0,0.0
2015,11249.0,4.7,0,54500.0,0.0
2014,111650.0,3.5,1,17500.0,0.0
2012,103272.0,3.0,0,15500.0,0.0
2023,1160.0,3.0,0,73600.0,0.0
2019,107714.0,5.7,0,34918.0,1.0
2013,111773.0,2.0,0,17000.0,0.0
2019,54002.0,3.6,1,22500.0,0.0
2016,87000.0,1.4,1,13000.0,0.0
2016,49700.0,2.3,0,31700.0,0.0
2017,34500.0,4.0,0,64600.0,0.0
2021,31729.0,1.5,1,29614.0,1.0
2021,7388.0,3.6,0,43663.0,1.0
2017,41550.0,2.0,0,20995.0,0.0
2013,20750.0,3.7,0,33000.0,0.0
2022,12000.0,3.3,0,41000.0,0.0
2021,14206.0,5.7,0,98000.0,0.0
2022,31700.0,3.6,0,43500.0,0.0
2022,13044.0,1.6,1,24999.0,0.0
2009,100730.0,2.7,0,6975.0,0.0
2023,5338.0,3.0,0,76500.0,0.0
2018,48291.0,4.4,0,67250.0,0.0
2001,111887.0,2.8,0,14000.0,0.0
2010,79000.0,6.6,0,69000.0,0.0
2016,125000.0,3.5,0,26500.0,0.0
2022,13777.0,2.0,1,39777.0,0.0
2022,14920.0,3.6,0,41741.0,1.0
2010,90050.0,3.2,0,5800.0,0.0
2014,45000.0,2.0,1,25000.0,0.0
1998,7666.0,5.7,0,39500.0,0.0
2006,89900.0,6.0,0,29994.0,0.0
2011,132000.0,3.7,1,10999.0,0.0
2010,32652.0,2.4,0,6500.0,0.0
2022,11164.0,3.6,0,37500.0,0.0
2020,22655.0,3.0,0,63999.0,0.0
2019,9500.0,4.0,0,135000.0,0.0
2021,10300.0,3.6,0,29900.0,0.0
2018,48000.0,4.4,0,54000.0,0.0
2007,138000.0,5.5,1,10000.0,0.0
2016,31500.0,4.0,0,67000.0,0.0
2022,10200.0,3.5,0,50500.0,0.0
2008,62378.0,4.3,1,33995.0,0.0
2006,84200.0,3.5,0,10200.0,0.0
2013,138700.0,5.7,1,18800.0,0.0
2021,41050.0,5.3,0,62900.0,0.0
2017,63000.0,4.0,1,42000.0,0.0
2005,257700.0,2.5,0,3550.0,0.0
2017,57000.0,3.5,1,29500.0,0.0
2017,89000.0,5.3,0,29999.0,0.0
2015,134500.0,5.3,0,28000.0,0.0
2022,398.0,6.7,0,695000.0,1.0
2022,20319.0,2.5,0,44249.0,0.0
1999,158000.0,3.8,1,2500.0,0.0
2023,1120.0,3.0,0,92900.0,0.0
2022,14950.0,2.0,1,24000.0,0.0
2021,18500.0,3.6,0,41950.0,0.0
2015,71290.0,3.0,1,21000.0,0.0
2022,15000.0,3.0,0,63000.0,0.0
2017,37900.0,2.0,0,22000.0,0.0
2019,32500.0,3.0,0,43500.0,0.0
2003,61491.0,2.0,1,28000.0,0.0
2015,83000.0,2.0,1,18999.0,0.0
2002,121800.0,2.8,0,4300.0,0.0
2023,1335.0,4.0,0,272950.0,1.0
2014,83315.0,2.0,0,15000.0,0.0
2015,101000.0,1.8,1,16500.0,0.0
2019,23900.0,2.0,0,35999.0,0.0
2020,67516.0,3.5,0,36994.0,1.0
2010,155000.0,3.7,0,8300.0,0.0
2018,18500.0,6.0,0,115000.0,0.0
2009,137600.0,1.6,0,6880.0,0.0
2005,125500.0,3.5,0,3950.0,0.0
2019,22039.0,4.0,0,113990.0,0.0
2011,137483.0,1.6,0,3200.0,0.0
2019,67500.0,3.5,0,40500.0,0.0
2020,52000.0,3.5,1,53722.0,0.0
2006,10000.0,6.2,0,259000.0,0.0
2017,195361.0,5.3,1,26000.0,0.0
2018,32500.0,6.0,1,103000.0,0.0
2019,14806.0,6.6,1,81330.0,0.0
2022,11000.0,2.5,1,48950.0,0.0
2011,92530.0,5.3,1,18500.0,0.0
2017,34845.0,3.6,1,30000.0,0.0
2018,16280.0,2.5,0,85500.0,0.0
2011,77000.0,2.9,0,32000.0,0.0
2010,63000.0,4.8,1,38500.0,0.0
2016,39700.0,3.5,0,25500.0,0.0
2013,103111.0,2.4,1,9200.0,0.0
2017,55000.0,3.0,0,34000.0,0.0
2005,114000.0,4.7,1,13450.0,0.0
2011,80124.0,5.5,0,17500.0,0.0
2023,7000.0,4.4,0,144900.0,0.0
2023,4285.0,5.7,0,65688.0,1.0
1996,95000.0,7.4,0,25000.0,0.0
2020,59355.0,,0,72995.0,1.0
2019,19300.0,3.0,0,36000.0,0.0
2009,155000.0,6.2,1,16900.0,0.0
2010,120010.0,2.4,1,6500.0,0.0
2012,152520.0,2.4,0,10900.0,0.0
1993,58981.0,,0,9599.0,0.0
2005,32000.0,4.2,1,2954083.0,0.0
2015,47000.0,4.8,0,50000.0,0.0
2023,2046.0,2.0,0,43499.0,0.0
2021,24965.0,1.2,1,22995.0,1.0
2005,108000.0,2.4,0,7850.0,0.0
2015,76000.0,3.5,0,18300.0,0.0
2014,30000.0,3.8,0,78500.0,0.0
2015,59271.0,3.0,0,29900.0,0.0
2017,52500.0,2.0,1,24950.0,0.0
2017,45000.0,1.4,1,22500.0,0.0
2002,179000.0,5.9,1,6500.0,0.0
2023,1500.0,3.0,0,84900.0,0.0
2007,135465.0,3.8,0,15750.0,0.0
2014,79000.0,1.6,0,17000.0,0.0
2012,42259.0,3.5,1,17000.0,0.0
2006,159890.0,3.3,1,6500.0,0.0
2023,2200.0,2.0,0,75000.0,0.0
2022,15833.0,3.5,0,52000.0,0.0
2013,96000.0,2.0,1,13500.0,0.0
2009,72900.0,3.0,0,15500.0,0.0
2023,3402.0,1.6,0,44000.0,0.0
2013,73000.0,2.5,0,13900.0,0.0
2016,73000.0,3.0,0,23999.0,0.0
2020,26870.0,2.0,1,34645.0,1.0
2004,184000.0,3.5,1,10500.0,0.0
2022,1300.0,6.4,0,48000.0,0.0
2018,49924.0,3.6,0,26500.0,0.0
2019,36526.0,6.2,0,57850.0,0.0
2015,37000.0,4.4,0,45950.0,0.0
2016,30000.0,1.8,1,19000.0,0.0
2021,11102.0,4.4,0,101000.0,0.0
2012,105500.0,5.0,0,19000.0,0.0
2014,80211.0,3.0,1,17995.0,0.0
2010,25991.0,4.7,0,69995.0,0.0
2008,73000.0,3.5,0,8400.0,0.0
2018,40989.0,3.0,0,35000.0,0.0
2010,102681.0,2.0,0,6000.0,0.0
2010,123000.0,3.7,1,13888.0,0.0
2005,160900.0,4.0,1,7200.0,0.0
2011,105000.0,4.0,1,21900.0,0.0
2023,1340.0,1.6,0,41000.0,0.0
2011,72277.0,4.0,0,34950.0,0.0
2023,7000.0,3.6,0,46000.0,0.0
2018,19600.0,3.0,1,62000.0,0.0
2015,99897.0,6.2,0,26950.0,0.0
2014,127500.0,4.7,0,29000.0,0.0
2021,23842.0,3.5,0,59203.0,1.0
2014,65550.0,4.4,0,39985.0,0.0
2017,22000.0,5.2,0,210000.0,0.0
2022,15600.0,2.7,1,68995.0,0.0
2021,22400.0,5.0,0,81900.0,0.0
2015,89150.0,4.6,0,31900.0,0.0
2018,49500.0,2.0,0,25000.0,0.0
2015,85385.0,2.0,0,15550.0,0.0
2023,3000.0,3.0,0,123999.0,0.0
2023,1075.0,2.4,0,35000.0,0.0
2021,25000.0,2.5,0,28500.0,0.0
2017,92000.0,5.6,0,20900.0,0.0
2008,123500.0,4.7,1,14500.0,0.0
2013,105000.0,3.6,1,12000.0,0.0
2008,49000.0,4.2,0,63000.0,0.0
2018,81000.0,4.3,0,32000.0,0.0
2021,45000.0,3.5,0,52000.0,0.0
2011,173456.0,5.7,1,16000.0,0.0
2019,93400.0,3.0,0,42500.0,0.0
2015,90000.0,3.5,0,18200.0,0.0
2017,40600.0,2.0,0,32000.0,0.0
2023,20121.0,3.5,0,47124.0,0.0
2020,3921.0,2.0,0,175000.0,1.0
2011,187450.0,3.5,1,10400.0,0.0
2021,6400.0,3.0,0,68000.0,0.0
2017,54500.0,3.0,0,37995.0,0.0
2017,78500.0,4.4,1,42000.0,0.0
2018,75000.0,5.3,0,36000.0,0.0
2014,89988.0,6.2,1,42500.0,0.0
2005,107000.0,3.0,0,7100.0,0.0
2019,21400.0,2.0,0,28500.0,0.0
2007,83150.0,2.3,0,6950.0,0.0
2018,92000.0,3.0,1,36500.0,0.0
2017,39000.0,3.0,1,35000.0,0.0
2017,67483.0,6.4,1,46500.0,0.0
2017,54300.0,4.0,0,53500.0,0.0
2022,30565.0,2.0,0,29000.0,0.0
2016,142666.0,4.0,1,22000.0,0.0
2009,166200.0,4.0,1,6999.0,0.0
2015,88977.0,3.5,1,19977.0,0.0
2011,114890.0,4.0,0,20990.0,0.0
2009,171000.0,3.5,1,4750.0,0.0
2014,97579.0,3.6,1,15000.0,0.0
2017,52000.0,2.0,1,20500.0,0.0
2016,41680.0,2.0,0,17495.0,0.0
2002,77200.0,2.0,0,7500.0,0.0
2019,50000.0,3.0,0,43000.0,0.0
2005,153000.0,2.7,1,6500.0,0.0
2004,56600.0,4.6,0,23000.0,0.0
2015,116612.0,3.8,1,12700.0,0.0
2018,72000.0,3.0,1,30000.0,0.0
